GeneID,Symbol,Entry,Entry Name,Gene Names
57132,CHMP1B,Q7LBR1,CHM1B_HUMAN,CHMP1B C18orf2
206358,SLC36A1,Q7Z2H8,S36A1_HUMAN,SLC36A1 PAT1
56829,ZC3HAV1,Q7Z2W4,ZCCHV_HUMAN,ZC3HAV1 ZC3HDC2 PRO1677
151556,GPR155,Q7Z3F1,LYCHS_HUMAN,GPR155 PGR22
283537,SLC46A3,Q7Z3Q1,S46A3_HUMAN,SLC46A3 FKSG16
9765,ZFYVE16,Q7Z3T8,ZFY16_HUMAN,ZFYVE16 KIAA0305
57506,MAVS,Q7Z434,MAVS_HUMAN,MAVS IPS1 KIAA1271 VISA
55297,CCDC91,Q7Z6B0,CCD91_HUMAN,CCDC91 GGABP HSD8
25851,TECPR1,Q7Z6L1,TCPR1_HUMAN,TECPR1 KIAA1358
157680,VPS13B,Q7Z7G8,VP13B_HUMAN,VPS13B CHS1 COH1 KIAA0532
90809,PIP4P1,Q86T03,PP4P1_HUMAN,PIP4P1 C14orf9 TMEM55B
115123,MARCHF3,Q86UD3,MARH3_HUMAN,MARCHF3 MARCH3 RNF173
55353,LAPTM4B,Q86VI4,LAP4B_HUMAN,LAPTM4B PSEC0001
51028,VPS36,Q86VN1,VPS36_HUMAN,VPS36 C13orf9 EAP45 CGI-145
84376,HOOK3,Q86VS8,HOOK3_HUMAN,HOOK3
284129,SLC26A11,Q86WA9,S2611_HUMAN,SLC26A11
28962,OSTM1,Q86WC4,OSTM1_HUMAN,OSTM1 GL HSPC019 UNQ6098/PRO21201
81846,SBF2,Q86WG5,MTMRD_HUMAN,SBF2 CMT4B2 KIAA1766 MTMR13
340061,STING1,Q86WV6,STING_HUMAN,STING1 ERIS MITA STING TMEM173
84866,TMEM25,Q86YD3,TMM25_HUMAN,TMEM25 UNQ2531/PRO6030
92979,MARCHF9,Q86YJ5,MARH9_HUMAN,MARCHF9 MARCH9 RNF179
79803,HPS6,Q86YV9,HPS6_HUMAN,HPS6
10462,CLEC10A,Q8IUN9,CLC10_HUMAN,CLEC10A CLECSF13 CLECSF14 HML
157807,CLVS1,Q8IUQ0,CLVS1_HUMAN,CLVS1 CRALBPL RLBP1L1
23646,PLD3,Q8IV08,PLD3_HUMAN,PLD3
23207,PLEKHM2,Q8IWE5,PKHM2_HUMAN,PLEKHM2 KIAA0842 SKIP
9648,GCC2,Q8IWJ2,GCC2_HUMAN,GCC2 KIAA0336 RANBP2L4
56262,LRRC8A,Q8IWT6,LRC8A_HUMAN,LRRC8A KIAA1437 LRRC8 SWELL1 UNQ221/PRO247
55293,UEVLD,Q8IX04,UEVLD_HUMAN,UEVLD UEV3
22933,SIRT2,Q8IXJ6,SIR2_HUMAN,SIRT2 SIR2L SIR2L2
51296,SLC15A3,Q8IY34,S15A3_HUMAN,SLC15A3 OCTP PHT2 PTR3
201931,TMEM192,Q8IY95,TM192_HUMAN,TMEM192
8477,GPR65,Q8IYL9,PSYR_HUMAN,GPR65 TDAG8
255231,MCOLN2,Q8IZK6,MCLN2_HUMAN,MCOLN2
84951,TNS4,Q8IZW8,TENS4_HUMAN,TNS4 CTEN PP14434
57521,RPTOR,Q8N122,RPTOR_HUMAN,RPTOR KIAA1303 RAPTOR
54978,SLC35F6,Q8N357,S35F6_HUMAN,SLC35F6 C2orf18 UNQ3047/PRO9863
55529,PIP4P2,Q8N4L2,PP4P2_HUMAN,PIP4P2 TMEM55A
147007,TMEM199,Q8N511,TM199_HUMAN,TMEM199 C17orf32
55686,MREG,Q8N565,MREG_HUMAN,MREG DSU HDCGA21P
257397,TAB3,Q8N5C8,TAB3_HUMAN,TAB3 MAP3K7IP3
84067,FHIP1B,Q8N612,FHI1B_HUMAN,FHIP1B C11orf56 FAM160A2 KIAA1759
55332,DRAM1,Q8N682,DRAM1_HUMAN,DRAM1 DRAM
121260,SLC15A4,Q8N697,S15A4_HUMAN,SLC15A4 PHT1 PTR4 FP12591
26175,LYSET,Q8N6I4,LYSET_HUMAN,LYSET C14orf109 TMEM251
220441,RNF152,Q8N8N0,RN152_HUMAN,RNF152
220002,CYB561A3,Q8NBI2,CYAC3_HUMAN,CYB561A3 CYBASC3 PSEC0259
51092,SIDT2,Q8NBJ9,SIDT2_HUMAN,SIDT2 CGI-40 PSEC0072 UNQ685/PRO1325
255738,PCSK9,Q8NBP7,PCSK9_HUMAN,PCSK9 NARC1 PSEC0052
81567,TXNDC5,Q8NBS9,TXND5_HUMAN,TXNDC5 TLP46 UNQ364/PRO700
153129,SLC38A9,Q8NBW4,S38A9_HUMAN,SLC38A9 URLC11
25940,FAM98A,Q8NCA5,FA98A_HUMAN,FAM98A
23659,PLA2G15,Q8NCC3,PAG15_HUMAN,PLA2G15 LYPLA3 UNQ341/PRO540
84255,SLC37A3,Q8NCC5,SPX3_HUMAN,SLC37A3 SPX3
84937,ZNRF1,Q8ND25,ZNRF1_HUMAN,ZNRF1 NIN283
5289,PIK3C3,Q8NEB9,PK3C3_HUMAN,PIK3C3 VPS34
162514,TRPV3,Q8NET8,TRPV3_HUMAN,TRPV3
201163,FLCN,Q8NFG4,FLCN_HUMAN,FLCN BHD
258010,SVIP,Q8NHG7,SVIP_HUMAN,SVIP
223082,ZNRF2,Q8NHG8,ZNRF2_HUMAN,ZNRF2 RNF202
196463,PLBD2,Q8NHP8,PLBL2_HUMAN,PLBD2
256471,MFSD8,Q8NHS3,MFSD8_HUMAN,MFSD8 CLN7
219931,TPCN2,Q8NHX9,TPC2_HUMAN,TPCN2 TPC2
57599,WDR48,Q8TAF3,WDR48_HUMAN,WDR48 KIAA1449 UAF1
64798,DEPTOR,Q8TB45,DPTOR_HUMAN,DEPTOR DEPDC6
57709,SLC7A14,Q8TBB6,S7A14_HUMAN,SLC7A14 KIAA1613
92799,SHKBP1,Q8TBC3,SHKB1_HUMAN,SHKBP1 SB1 PP203
81615,TMEM163,Q8TC26,TM163_HUMAN,TMEM163
132671,SPATA18,Q8TC71,MIEAP_HUMAN,SPATA18 MIEAP
55016,MARCHF1,Q8TCQ1,MARH1_HUMAN,MARCHF1 MARCH1 RNF171
56928,SPPL2B,Q8TCT7,SPP2B_HUMAN,SPPL2B IMP4 KIAA1532 PSL1
84888,SPPL2A,Q8TCT8,SPP2A_HUMAN,SPPL2A IMP3 PSL2 PSEC0147
151636,DTX3L,Q8TDB6,DTX3L_HUMAN,DTX3L BBAP
55283,MCOLN3,Q8TDD5,MCLN3_HUMAN,MCOLN3
63915,BLOC1S5,Q8TDH9,BL1S5_HUMAN,BLOC1S5 MUTED
9821,RB1CC1,Q8TDY2,RBCC1_HUMAN,RB1CC1 KIAA0203 RBICC
79589,RNF128,Q8TEB7,RN128_HUMAN,RNF128
140775,SMCR8,Q8TEV9,SMCR8_HUMAN,SMCR8
96459,FNIP1,Q8TF40,FNIP1_HUMAN,FNIP1 KIAA1961
949,SCARB1,Q8WTV0,SCRB1_HUMAN,SCARB1 CD36L1 CLA1
10641,NPRL2,Q8WTW4,NPRL2_HUMAN,NPRL2 TUSC4
9392,TGFBRAP1,Q8WUH2,TGFA1_HUMAN,TGFBRAP1
91782,CHMP7,Q8WUX9,CHMP7_HUMAN,CHMP7
112770,GLMP,Q8WWB7,GLMP_HUMAN,GLMP C1orf85 PSEC0030 UNQ2553/PRO6182
129807,NEU4,Q8WWR8,NEUR4_HUMAN,NEU4 LP5125
23461,ABCA5,Q8WWZ7,ABCA5_HUMAN,ABCA5 KIAA1888
126298,IRGQ,Q8WZA9,IRGQ_HUMAN,IRGQ IRGQ1 FKSG27
7248,TSC1,Q92574,TSC1_HUMAN,TSC1 KIAA0243 TSC
9711,RUBCN,Q92622,RUBIC_HUMAN,RUBCN KIAA0226
6653,SORL1,Q92673,SORL_HUMAN,SORL1 C11orf32
3037,HAS2,Q92819,HYAS2_HUMAN,HAS2
8836,GGH,Q92820,GGH_HUMAN,GGH
3257,HPS1,Q92902,HPS1_HUMAN,HPS1 HPS
6578,SLCO2A1,Q92959,SO2A1_HUMAN,SLCO2A1 OATP2A1 SLC21A2
6039,RNASE6,Q93091,RNAS6_HUMAN,RNASE6 RNS6
84343,HPS3,Q969F9,HPS3_HUMAN,HPS3
118426,BORCS5,Q969J3,BORC5_HUMAN,BORCS5 LOH12CR1
55846,ITFG2,Q969R8,ITFG2_HUMAN,ITFG2
94107,TMEM203,Q969S6,TM203_HUMAN,TMEM203
83933,HDAC10,Q969S8,HDA10_HUMAN,HDAC10
64114,TMBIM1,Q969X1,LFG3_HUMAN,TMBIM1 LFG3 RECS1 PP1201 PSEC0158
338382,RAB7B,Q96AH8,RAB7B_HUMAN,RAB7B
81552,VOPP1,Q96AW1,VOPP1_HUMAN,VOPP1 ECOP GASP
65082,VPS33A,Q96AX1,VP33A_HUMAN,VPS33A
120224,TMEM45B,Q96B21,TM45B_HUMAN,TMEM45B
57561,ARRDC3,Q96B67,ARRD3_HUMAN,ARRDC3 KIAA1376
127829,ARL8A,Q96BM9,ARL8A_HUMAN,ARL8A ARL10B GIE2
122618,PLD4,Q96BZ4,PLD4_HUMAN,PLD4 C14orf175 UNQ2488/PRO5775
94121,SYTL4,Q96C24,SYTL4_HUMAN,SYTL4
92421,CHMP4C,Q96CF2,CHM4C_HUMAN,CHMP4C SHAX3
1173,AP2M1,Q96CW1,AP2M1_HUMAN,AP2M1 CLAPM1 KIAA0109
219738,FAM241B,Q96D05,F241B_HUMAN,FAM241B C10orf35
138065,RNF183,Q96D59,RN183_HUMAN,RNF183
29919,RMC1,Q96DM3,RMC1_HUMAN,RMC1 C18orf8 MIC1 WDR98
116211,TM4SF19,Q96DZ7,T4S19_HUMAN,TM4SF19 OCTM4
29911,HOOK2,Q96ED9,HOOK2_HUMAN,HOOK2
81929,SEH1L,Q96EE3,SEH1_HUMAN,SEH1L SEC13L SEH1
22901,ARSG,Q96EG1,ARSG_HUMAN,ARSG KIAA1001 UNQ839/PRO1777
84062,DTNBP1,Q96EV8,DTBP1_HUMAN,DTNBP1 BLOC1S8 My031
93343,MVB12A,Q96EY5,MB12A_HUMAN,MVB12A CFBP FAM125A
55340,GIMAP5,Q96F15,GIMA5_HUMAN,GIMAP5 IAN4L1 IAN5 IMAP3
729991,BORCS8,Q96FH0,BORC8_HUMAN,BORCS8 MEF2BNB
79643,CHMP6,Q96FZ7,CHMP6_HUMAN,CHMP6 VPS20
54785,BORCS6,Q96GS4,BORC6_HUMAN,BORCS6 C17orf59
11267,SNF8,Q96H20,SNF8_HUMAN,SNF8 EAP30
23339,VPS39,Q96JC1,VPS39_HUMAN,VPS39 KIAA0770 TLP VAM6
4135,MAP6,Q96JE9,MAP6_HUMAN,MAP6 KIAA1878
80208,SPG11,Q96JI7,SPTCS_HUMAN,SPG11 KIAA1840
81609,SNX27,Q96L92,SNX27_HUMAN,SNX27 KIAA0488 My014
203228,C9orf72,Q96LT7,CI072_HUMAN,C9orf72 DENND9 DENNL72
144577,KICS2,Q96MD2,KICS2_HUMAN,KICS2 C12orf66
56834,GPR137,Q96N19,G137A_HUMAN,GPR137 C11orf4 GPR137A TM7SF1L1
83547,RILP,Q96NA2,RILP_HUMAN,RILP PP10141
84317,CCDC115,Q96NT0,CC115_HUMAN,CCDC115
84079,ANKRD27,Q96NW4,ANR27_HUMAN,ANKRD27 PP12899
130340,AP1S3,Q96PC3,AP1S3_HUMAN,AP1S3
23049,SMG1,Q96Q15,SMG1_HUMAN,SMG1 ATX KIAA0421 LIP
55737,VPS35,Q96QK1,VPS35_HUMAN,VPS35 MEM3 TCCCTA00141
23230,VPS13A,Q96RL7,VP13A_HUMAN,VPS13A CHAC KIAA0986
259307,IL4I1,Q96RQ9,OXLA_HUMAN,IL4I1 FIG1 UNQ636/PRO1265
23048,FNBP1,Q96RU3,FNBP1_HUMAN,FNBP1 FBP17 KIAA0554
84219,WDR24,Q96S15,WDR24_HUMAN,WDR24 C16orf21 JFP7
26750,RPS6KC1,Q96S38,KS6C1_HUMAN,RPS6KC1 RPK118
79156,PLEKHF1,Q96S99,PKHF1_HUMAN,PLEKHF1 APPD LAPF ZFYVE15
84925,SLC49A4,Q96SL1,DIRC2_HUMAN,SLC49A4 DIRC2
533,ATP6V0B,Q99437,VATO_HUMAN,ATP6V0B ATP6F
4758,NEU1,Q99519,NEUR1_HUMAN,NEU1 NANH
6272,SORT1,Q99523,SORT_HUMAN,SORT1
2852,GPER1,Q99527,GPER1_HUMAN,GPER1 CEPR CMKRL2 DRY12 GPER GPR30
5641,LGMN,Q99538,LGMN_HUMAN,LGMN PRSC1
30849,PIK3R4,Q99570,PI3R4_HUMAN,PIK3R4 VPS15
5025,P2RX4,Q99571,P2RX4_HUMAN,P2RX4
1045,CDX2,Q99626,CDX2_HUMAN,CDX2 CDX3
1130,LYST,Q99698,LYST_HUMAN,LYST CHS CHS1
7781,SLC30A3,Q99726,ZNT3_HUMAN,SLC30A3 ZNT3
9516,LITAF,Q99732,LITAF_HUMAN,LITAF PIG7 SIMPLE
21,ABCA3,Q99758,ABCA3_HUMAN,ABCA3 ABC3
7251,TSG101,Q99816,TS101_HUMAN,TSG101
3276,PRMT1,Q99873,ANM1_HUMAN,PRMT1 HMT2 HRMT1L2 IR1B4
6456,SH3GL2,Q99962,SH3G2_HUMAN,SH3GL2 CNSA2 SH3D2A
79109,MAPKAP1,Q9BPZ7,SIN1_HUMAN,MAPKAP1 MIP1 SIN1
79036,KXD1,Q9BQD3,KXDL1_HUMAN,KXD1 C19orf50
79443,FYCO1,Q9BQS8,FYCO1_HUMAN,FYCO1 ZFYVE7
55861,DBNDD2,Q9BQY9,DBND2_HUMAN,DBNDD2 C20orf35
84313,VPS25,Q9BRG1,VPS25_HUMAN,VPS25 DERP9 EAP20
7780,SLC30A2,Q9BRI3,ZNT2_HUMAN,SLC30A2 ZNT2
80317,ZKSCAN3,Q9BRR0,ZKSC3_HUMAN,ZKSCAN3 ZFP47 ZNF306 ZNF309 ZSCAN13
84292,WDR83,Q9BRX9,WDR83_HUMAN,WDR83 MORG1
84286,TMEM175,Q9BSA9,TM175_HUMAN,TMEM175
84283,TMEM79,Q9BSE2,TMM79_HUMAN,TMEM79 MATT
23208,SYT11,Q9BT88,SYT11_HUMAN,SYT11 KIAA0080
2519,FUCA2,Q9BTY2,FUCO2_HUMAN,FUCA2 PSEC0151 UNQ227/PRO260
57406,ABHD6,Q9BV23,ABHD6_HUMAN,ABHD6
8673,VAMP8,Q9BV40,VAMP8_HUMAN,VAMP8
64223,MLST8,Q9BVC4,LST8_HUMAN,MLST8 GBL LST8
79022,TMEM106C,Q9BVX2,T106C_HUMAN,TMEM106C EMOC
66005,CHID1,Q9BWS9,CHID1_HUMAN,CHID1 GL008 PSEC0104 SB139
65018,PINK1,Q9BXM7,PINK1_HUMAN,PINK1
56996,SLC12A9,Q9BXP2,S12A9_HUMAN,SLC12A9 CCC6 CIP1
9528,TMEM59,Q9BXS4,TMM59_HUMAN,TMEM59 C1orf8 HSPC001 UNQ169/PRO195
8907,AP1M1,Q9BXS5,AP1M1_HUMAN,AP1M1 CLTNM
29082,CHMP4A,Q9BY43,CHM4A_HUMAN,CHMP4A C14orf123 SHAX2 CDA04 HSPC134
63910,SLC17A9,Q9BYT1,S17A9_HUMAN,SLC17A9 C20orf59
20,ABCA2,Q9BZC7,ABCA2_HUMAN,ABCA2 ABC2 KIAA1062
55315,SLC29A3,Q9BZD2,S29A3_HUMAN,SLC29A3 ENT3 UNQ717/PRO1380
83871,RAB34,Q9BZG1,RAB34_HUMAN,RAB34 RAB39 RAH
93650,ACP4,Q9BZG2,PPAT_HUMAN,ACP4 ACPT
80700,UBXN6,Q9BZV1,UBXN6_HUMAN,UBXN6 UBXD1 UBXDC2
64116,SLC39A8,Q9C0K1,S39A8_HUMAN,SLC39A8 BIGM103 ZIP8 PP3105
64129,TINAGL1,Q9GZM7,TINAL_HUMAN,TINAGL1 GIS5 LCN7 OLRG2 TINAGL PP6614 PSEC0088 UNQ204/PRO230
81565,NDEL1,Q9GZM8,NDEL1_HUMAN,NDEL1 EOPA MITAP1 NUDEL
57192,MCOLN1,Q9GZU1,MCLN1_HUMAN,MCOLN1 ML4 TRPML1 MSTP080
64837,KLC2,Q9H0B6,KLC2_HUMAN,KLC2
55745,AP5M1,Q9H0R1,AP5M1_HUMAN,AP5M1 C14orf108 MUDENG
81622,UNC93B1,Q9H1C4,UN93B_HUMAN,UNC93B1 UNC93 UNC93B
63971,KIF13A,Q9H1H9,KI13A_HUMAN,KIF13A RBKIN
64145,RBSN,Q9H1K0,RBNS5_HUMAN,RBSN ZFYVE20
26276,VPS33B,Q9H267,VP33B_HUMAN,VPS33B
64601,VPS16,Q9H269,VPS16_HUMAN,VPS16
55823,VPS11,Q9H270,VPS11_HUMAN,VPS11 RNF108 PP3476
83985,SPNS1,Q9H2V7,SPNS1_HUMAN,SPNS1 SPIN1 PP20300
29965,CDIP1,Q9H305,CDIP1_HUMAN,CDIP1 C16orf5 CDIP LITAFL
64747,MFSD1,Q9H3U5,MFSD1_HUMAN,MFSD1 SMAP4 UG0581B09
128866,CHMP4B,Q9H444,CHM4B_HUMAN,CHMP4B C20orf178 SHAX1
10193,RNF41,Q9H4P4,RNF41_HUMAN,RNF41 FLRF NRDP1 SBBI03
26001,RNF167,Q9H6Y7,RN167_HUMAN,RNF167 RING105 LP2254
80183,RUBCNL,Q9H714,PACER_HUMAN,RUBCNL C13orf18 KIAA0226L
84141,EVA1A,Q9H8M9,EVA1A_HUMAN,EVA1A FAM176A TMEM166 SP24
64400,AKTIP,Q9H8T0,AKTIP_HUMAN,AKTIP FTS
79666,PLEKHF2,Q9H8W4,PKHF2_HUMAN,PLEKHF2 ZFYVE18
64844,MARCHF7,Q9H992,MARH7_HUMAN,MARCHF7 AXOT MARCH7 RNF177
63894,VIPAS39,Q9H9C1,SPE39_HUMAN,VIPAS39 C14orf133 SPE39 VIPAR
55255,WDR41,Q9HAD4,WDR41_HUMAN,WDR41 MSTP048
80231,TASL,Q9HAI6,TASL_HUMAN,TASL CXorf21
54414,SIAE,Q9HAT2,SIAE_HUMAN,SIAE YSG2
64121,RRAGC,Q9HB90,RRAGC_HUMAN,RRAGC
57724,EPG5,Q9HCE0,EPG5_HUMAN,EPG5 KIAA1632
58986,PGAP6,Q9HCN3,PGAP6_HUMAN,PGAP6 TMEM6 TMEM8 TMEM8A
5119,CHMP1A,Q9HD42,CHM1A_HUMAN,CHMP1A CHMP1 KIAA0047 PCOLN3 PRSM1
57110,PLAAT1,Q9HDD0,PLAT1_HUMAN,PLAAT1 HRASLS
10058,ABCB6,Q9NP58,ABCB6_HUMAN,ABCB6 MTABC3 PRP UMAT
23457,ABCB9,Q9NP78,ABCB9_HUMAN,ABCB9 KIAA1520
51209,RAB9B,Q9NP90,RAB9B_HUMAN,RAB9B RAB9L
23400,ATP13A2,Q9NQ11,AT132_HUMAN,ATP13A2 PARK9
56674,TMEM9B,Q9NQ34,TMM9B_HUMAN,TMEM9B C11orf15 UNQ712/PRO1375
57142,RTN4,Q9NQC3,RTN4_HUMAN,RTN4 KIAA0886 NOGO My043 SP1507
89781,HPS4,Q9NQG7,HPS4_HUMAN,HPS4 KIAA1667
58528,RRAGD,Q9NQL2,RRAGD_HUMAN,RRAGD
81618,ITM2C,Q9NQX7,ITM2C_HUMAN,ITM2C BRI3 hucep-14 NPD018 PSEC0047
56681,SAR1A,Q9NR31,SAR1A_HUMAN,SAR1A SAR1 SARA SARA1
54106,TLR9,Q9NR96,TLR9_HUMAN,TLR9 UNQ5798/PRO19605
56848,SPHK2,Q9NRA0,SPHK2_HUMAN,SPHK2 SK2
26503,SLC17A5,Q9NRA2,S17A5_HUMAN,SLC17A5
56893,UBQLN4,Q9NRR5,UBQL4_HUMAN,UBQLN4 C1orf6 CIP75 UBIN
11311,VPS45,Q9NRW7,VPS45_HUMAN,VPS45 VPS45A VPS45B
11277,TREX1,Q9NSU2,TREX1_HUMAN,TREX1
81624,DIAPH3,Q9NSV4,DIAP3_HUMAN,DIAPH3 DIAP3
64422,ATG3,Q9NT62,ATG3_HUMAN,ATG3 APG3 APG3L
55337,SHFL,Q9NUL5,SHFL_HUMAN,SHFL C19orf66 FLJ11286 IRAV RYDEN SFL
54664,TMEM106B,Q9NUM4,T106B_HUMAN,TMEM106B
55788,LMBRD1,Q9NUN5,LMBD1_HUMAN,LMBRD1 C6orf209 NESI BM-021 CD001 MSTP044
55317,AP5S1,Q9NUS5,AP5S1_HUMAN,AP5S1 C20orf29
55238,SLC38A7,Q9NVC3,S38A7_HUMAN,SLC38A7 SNAT7
55207,ARL8B,Q9NVJ2,ARL8B_HUMAN,ARL8B ARL10C GIE1
54476,RNF216,Q9NWF9,RN216_HUMAN,RNF216 TRIAD3 UBCE7IP1 ZIN
54982,CLN6,Q9NWW5,CLN6_HUMAN,CLN6
54940,OCIAD1,Q9NX40,OCAD1_HUMAN,OCIAD1 ASRIJ OCIA
55647,RAB20,Q9NX57,RAB20_HUMAN,RAB20
54468,MIOS,Q9NXC5,MIOS_HUMAN,MIOS
8877,SPHK1,Q9NYA1,SPHK1_HUMAN,SPHK1 SK1 SPHK SPK
51339,DACT1,Q9NYF0,DACT1_HUMAN,DACT1 DPR1 HNG3
23118,TAB2,Q9NYJ8,TAB2_HUMAN,TAB2 KIAA0733 MAP3K7IP2
51284,TLR7,Q9NYK1,TLR7_HUMAN,TLR7 UNQ248/PRO285
23163,GGA3,Q9NZ52,GGA3_HUMAN,GGA3 KIAA0154
51741,WWOX,Q9NZC7,WWOX_HUMAN,WWOX FOR SDR41C1 WOX1
30845,EHD3,Q9NZN3,EHD3_HUMAN,EHD3 EHD2 PAST3
51510,CHMP5,Q9NZZ3,CHMP5_HUMAN,CHMP5 C9orf83 SNF7DC2 CGI-34 HSPC177 PNAS-114 PNAS-2
56888,KCMF1,Q9P0J7,KCMF1_HUMAN,KCMF1 FIGC ZZZ1
51257,MARCHF2,Q9P0N8,MARH2_HUMAN,MARCHF2 MARCH2 RNF172 HSPC240
51256,TBC1D7,Q9P0N9,TBCD7_HUMAN,TBC1D7 TBC7 HSPC239
252839,TMEM9,Q9P0T7,TMEM9_HUMAN,TMEM9 DERP4 TMEM9A HSPC186 PSEC0012 UNQ631/PRO1248
23677,SH3BP4,Q9P0V3,SH3B4_HUMAN,SH3BP4 BOG25 EHB10 TTP
51542,VPS54,Q9P1Q0,VPS54_HUMAN,VPS54 HCC8
57617,VPS18,Q9P253,VPS18_HUMAN,VPS18 KIAA1475
57600,FNIP2,Q9P278,FNIP2_HUMAN,FNIP2 FNIPL KIAA1450 MAPO1
51520,LARS1,Q9P2J5,SYLC_HUMAN,LARS1 KIAA1352 LARS
51479,ANKFY1,Q9P2R3,ANFY1_HUMAN,ANKFY1 ANKHZN KIAA1255
7405,UVRAG,Q9P2Y5,UVRAG_HUMAN,UVRAG
5298,PI4KB,Q9UBF8,PI4KB_HUMAN,PI4KB PIK4CB
10013,HDAC6,Q9UBN7,HDAC6_HUMAN,HDAC6 KIAA0901 JM21
1522,CTSZ,Q9UBR2,CATZ_HUMAN,CTSZ
8722,CTSF,Q9UBX1,CATF_HUMAN,CTSF
2055,CLN8,Q9UBY8,CLN8_HUMAN,CLN8 C8orf61
10490,VTI1B,Q9UEU0,VTI1B_HUMAN,VTI1B VTI1 VTI1L VTI1L1 VTI2
11182,SLC2A6,Q9UGQ3,GTR6_HUMAN,SLC2A6 GLUT6
10042,HMGXB4,Q9UGU5,HMGX4_HUMAN,HMGXB4 HMG2L1 HMGBCG
8649,LAMTOR3,Q9UHA4,LTOR3_HUMAN,LAMTOR3 MAP2K1IP1 MAPKSP1 PRO2783
29978,UBQLN2,Q9UHD9,UBQL2_HUMAN,UBQLN2 N4BP4 PLIC2 HRIHFB2157
51449,PCYOX1,Q9UHG3,PCYOX_HUMAN,PCYOX1 KIAA0908 PCL1 UNQ597/PRO1183
29952,DPP7,Q9UHL4,DPP2_HUMAN,DPP7 DPP2 QPP
51606,ATP6V1H,Q9UI12,VATH_HUMAN,ATP6V1H CGI-11
738,VPS51,Q9UID3,VPS51_HUMAN,VPS51 ANG2 C11orf2 C11orf3 FFR PP5382
51361,HOOK1,Q9UJC3,HOOK1_HUMAN,HOOK1
84572,GNPTG,Q9UJJ9,GNPTG_HUMAN,GNPTG C16orf27 GNPTAG CAB56184 LP2537
24141,LAMP5,Q9UJQ1,LAMP5_HUMAN,LAMP5 C20orf103
27283,TINAG,Q9UJW2,TINAG_HUMAN,TINAG
23062,GGA2,Q9UJY4,GGA2_HUMAN,GGA2 KIAA1080
26088,GGA1,Q9UJY5,GGA1_HUMAN,GGA1
51172,NAGPA,Q9UK23,NAGPA_HUMAN,NAGPA
23011,RAB21,Q9UL25,RAB21_HUMAN,RAB21 KIAA0118
26258,BLOC1S6,Q9UL45,BL1S6_HUMAN,BLOC1S6 PA PLDN
53373,TPCN1,Q9ULQ1,TPC1_HUMAN,TPCN1 KIAA1169 TPC1
54749,EPDR1,Q9UM22,EPDR1_HUMAN,EPDR1 MERP1 UCC1
4646,MYO6,Q9UM54,MYO6_HUMAN,MYO6 KIAA0389
9374,PPT2,Q9UMR5,PPT2_HUMAN,PPT2
29979,UBQLN1,Q9UMX0,UBQL1_HUMAN,UBQLN1 DA41 PLIC1
27183,VPS4A,Q9UN37,VPS4A_HUMAN,VPS4A VPS4
58533,SNX6,Q9UNH7,SNX6_HUMAN,SNX6
9429,ABCG2,Q9UNQ0,ABCG2_HUMAN,ABCG2 ABCP BCRP BCRP1 MXR
23431,AP4E1,Q9UPM8,AP4E1_HUMAN,AP4E1
22906,TRAK1,Q9UPV9,TRAK1_HUMAN,TRAK1 KIAA1042 OIP106
11234,HPS5,Q9UPZ3,HPS5_HUMAN,HPS5 AIBP63 KIAA1017
10825,NEU3,Q9UQ49,NEUR3_HUMAN,NEU3
25978,CHMP2B,Q9UQN3,CHM2B_HUMAN,CHMP2B CGI-84
27074,LAMP3,Q9UQV4,LAMP3_HUMAN,LAMP3 DCLAMP TSC403
9583,ENTPD4,Q9Y227,ENTP4_HUMAN,ENTPD4 KIAA0392 LALP70 LYSAL1
80342,TRAF3IP3,Q9Y228,T3JAM_HUMAN,TRAF3IP3 T3JAM
10855,HPSE,Q9Y251,HPSE_HUMAN,HPSE HEP HPA HPA1 HPR1 HPSE1 HSE1
9424,KCNK6,Q9Y257,KCNK6_HUMAN,KCNK6 TOSS TWIK2
23324,MAN2B2,Q9Y2E5,MA2B2_HUMAN,MAN2B2 KIAA0935
200576,PIKFYVE,Q9Y2I7,FYV1_HUMAN,PIKFYVE KIAA0981 PIP5K3
28956,LAMTOR2,Q9Y2Q5,LTOR2_HUMAN,LAMTOR2 MAPBPIP ROBLD3 HSPC003
26985,AP3M1,Q9Y2T2,AP3M1_HUMAN,AP3M1
51617,NSG2,Q9Y328,NSG2_HUMAN,NSG2 CALY3
100526767;51652,CHMP3,Q9Y3E7,CHMP3_HUMAN,CHMP3 CGI149 NEDF VPS24 CGI-149
4759,NEU2,Q9Y3R4,NEUR2_HUMAN,NEU2
9842,PLEKHM1,Q9Y4G2,PKHM1_HUMAN,PLEKHM1 KIAA0356
27246,RNF115,Q9Y4L5,RN115_HUMAN,RNF115 ZNF364
25974,MMACHC,Q9Y4U1,MMAC_HUMAN,MMACHC
51127,TRIM17,Q9Y577,TRI17_HUMAN,TRIM17 RBCC RNF16 TERF
11154,AP4S1,Q9Y587,AP4S1_HUMAN,AP4S1
57231,SNX14,Q9Y5W7,SNX14_HUMAN,SNX14
29916,SNX11,Q9Y5W9,SNX11_HUMAN,SNX11
10404,CPQ,Q9Y646,CBPQ_HUMAN,CPQ LCH1 PGCP
11133,KPTN,Q9Y664,KPTN_HUMAN,KPTN
